,x,y,z,phi,theta,psi,v_cmd,idx
10,"[-274.25927734 -273.72813817 -273.10213087 -272.37909072 -271.55744474
 -270.63587947 -269.61360333 -268.49068711 -267.26859643 -265.95149143
 -264.54927844 -263.08458011 -261.60838621 -260.23511557 -259.22380166
 -258.17017237]","[-143.28474426 -141.13071613 -138.90010211 -136.60449644 -134.25470664
 -131.86013283 -129.42983031 -126.97338812 -124.50192602 -122.03028026
 -119.58171878 -117.19790392 -114.95958477 -113.02911383 -111.73824541
 -110.5343879 ]","[50.09740829 49.97883048 49.9053486  49.87627449 49.87321897 49.87390142
 49.87429875 49.87472022 49.87513682 49.87554891 49.87595148 49.87633492
 49.87667851 49.87693018 49.87699932 49.87699249]","[0.61930636 0.63511207 0.64941367 0.6623543  0.67406346 0.68465835
 0.694245   0.70291937 0.71076826 0.71787023 0.72429635 0.73011095
 0.7353722  0.74013272 0.74443047 0.67358824]","[-6.49818902e-02 -4.21890606e-02 -2.15652537e-02 -2.90406039e-03
  3.94219347e-04  1.41932234e-04  1.59169776e-04  1.53009439e-04
  1.49245630e-04  1.45085020e-04  1.40331986e-04  1.33863208e-04
  1.22599501e-04  9.03872434e-05 -4.48681285e-06 -4.05906582e-06]","[1.34496082 1.31294718 1.28128084 1.24991121 1.21879872 1.18791603
 1.1572373  1.12672905 1.09633794 1.0659643  1.03540227 1.00419819
 0.97127311 0.93363303 0.87876154 0.82619169]","[22.21855388 23.18094712 24.07089806 24.89403319 25.65889678 26.3665775
 27.01039598 27.57211573 28.00785863 28.21750228 27.97954554 26.81393392
 23.69230455 16.40052378 16.00000012]",1
11,"[-274.04681396 -273.4037374  -272.66854747 -271.83934206 -270.9147978
 -269.89393937 -268.77606556 -267.56130219 -266.25122837 -264.85024792
 -263.36877623 -261.83047286 -260.28840539 -258.86110921 -257.81565231
 -256.73915105]","[-142.38069153 -140.10638692 -137.77299406 -135.39006967 -132.96687786
 -130.51191484 -128.03294855 -125.53838001 -123.03834479 -120.54686766
 -118.08653237 -115.69835377 -113.4622619  -111.53911371 -110.25713563
 -109.07368473]","[50.1090889  49.95028501 49.84233543 49.7835621  49.76831858 49.77062684
 49.7713479  49.77222066 49.77306814 49.77390582 49.77472394 49.7755069
 49.77622071 49.77678437 49.77704827 49.77720774]","[0.61325199 0.62963386 0.64445678 0.65786911 0.6700051  0.68098619
 0.6909223  0.69991286 0.70804785 0.7154087  0.72206907 0.72809562
 0.73354866 0.7384827  0.74291856 0.67222022]","[-7.93701530e-02 -5.52081004e-02 -3.33453691e-02 -1.35631501e-02
  1.55665462e-03  2.02220016e-04  3.26010398e-04  3.03449219e-04
  2.97149275e-04  2.89090764e-04  2.80761003e-04  2.70624743e-04
  2.55190820e-04  2.16150457e-04  1.04735295e-04  9.47678735e-05]","[1.3099826  1.28031919 1.25066982 1.22104284 1.19144304 1.16187486
 1.13234136 1.10283339 1.07331784 1.04371234 1.01382701 0.98322496
 0.95084908 0.9137446  0.85952202 0.80710531]","[23.68947234 24.48991138 25.23893514 25.9374104  26.58856258 27.19458326
 27.74721878 28.22596043 28.58461445 28.72041528 28.40845755 27.16380645
 23.95064012 16.54423893 16.00000012]",1
12,"[-273.9380188  -273.23265103 -272.43657572 -271.54805058 -270.56586849
 -269.48926612 -268.31765047 -267.05118809 -265.6915334  -264.24323923
 -262.71702003 -261.13713271 -259.55783055 -258.09998668 -257.03522322
 -255.94602583]","[-141.92810059 -139.59471096 -137.21021146 -134.7834745  -132.32312065
 -129.837376   -127.33357795 -124.81959702 -122.30512135 -119.80379936
 -117.33788974 -114.94808588 -112.71388375 -110.79530737 -109.51858119
 -108.34680399]","[50.11646271 49.9361179  49.80978813 49.73528062 49.71019083 49.71030266
 49.71150834 49.7125883  49.71367028 49.71473496 49.71577475 49.71676957
 49.71767698 49.71839584 49.71873821 49.71894998]","[0.61063635 0.62726712 0.64231527 0.65593139 0.66825178 0.67939972
 0.6894868  0.69861396 0.70687257 0.71434526 0.72110683 0.72722495
 0.73276084 0.73776985 0.74214351 0.67151893]","[-0.0864714  -0.06163358 -0.03915938 -0.01882389 -0.00042357  0.00049088
  0.0003832   0.00038406  0.00037312  0.00036372  0.00035352  0.00034118
  0.00032241  0.00027501  0.00013909  0.00012585]","[1.29145547 1.26285951 1.23414903 1.20534995 1.17648195 1.14755982
 1.11859642 1.08959198 1.06052152 1.03130991 1.00177425 0.97148541
 0.93939695 0.90257414 0.84870058 0.79636223]","[24.44481151 25.17187816 25.85492826 26.49403365 27.08968622 27.64457164
 28.15063691 28.58640463 28.90460643 29.00115109 28.64931897 27.36146473
 24.0975115  16.62654353 16.00000012]",1
13,"[-273.82702637 -273.20914423 -272.52353819 -271.77205201 -270.95782131
 -270.08559317 -269.16098847 -268.18909912 -267.17362367 -266.11715935
 -265.02173252 -263.88903369 -262.72046858 -261.51710949 -260.27963204
 -259.00827875]","[-141.47637939 -139.58280579 -137.70704169 -135.85288544 -134.02068621
 -132.20976106 -130.41820169 -128.64180011 -126.87414025 -125.10825792
 -123.3379277  -121.557983   -119.76419621 -117.95300311 -116.12124543
 -114.26599476]","[50.12450027 49.97231622 49.85776154 49.77057435 49.70078998 49.63861292
 49.57715983 49.51910284 49.47489084 49.45283964 49.45539997 49.48149172
 49.5286141  49.59354182 49.67228786 49.75928376]","[0.60851799 0.62291985 0.61800364 0.59746582 0.56285103 0.51658334
 0.46288859 0.40694769 0.35342444 0.30501174 0.26262927 0.22626899
 0.19555334 0.16999819 0.14912734 0.1325211 ]","[-0.08726647 -0.06559908 -0.04926109 -0.0380256  -0.03166071 -0.0302083
 -0.03072543 -0.02666872 -0.01686267 -0.00477005  0.00703282  0.01752473
  0.02634311  0.03324101  0.03789561  0.03940241]","[1.2726758  1.23792625 1.20288723 1.16882642 1.13679549 1.10759246
 1.08168765 1.05920978 1.04000342 1.02373511 1.01000589 0.99842228
 0.9886257  0.98030019 0.9731707  0.96699792]","[19.97777537 20.00541638 20.0266278  20.06278549 20.11066047 20.17073076
 20.25764401 20.39099924 20.57933271 20.81863253 21.09971955 21.41378685
 21.75489706 22.1199395  22.50750897]",1
14,"[-273.71359253 -273.09816882 -272.41425455 -271.66679182 -270.8592434
 -269.99560646 -269.08016574 -268.11670673 -267.10804984 -266.05625707
 -264.96285034 -263.82886819 -262.6548969  -261.44104837 -260.18691893
 -258.89156746]","[-141.02568054 -139.25860154 -137.50258453 -135.76658087 -134.05063469
 -132.35286739 -130.66982414 -128.99610148 -127.32486555 -125.64919278
 -123.96279337 -122.2600832  -120.53608424 -118.78623215 -117.00618317
 -115.19168259]","[50.13315582 49.99042253 49.88342917 49.80351548 49.74111817 49.68611622
 49.63132075 49.57991886 49.54307105 49.52940517 49.54163091 49.57892889
 49.63894358 49.71847437 49.81359167 49.91929908]","[0.60683848 0.61074375 0.59758774 0.57323846 0.53874697 0.49454102
 0.44300634 0.38880434 0.3367161  0.28954098 0.24823921 0.21283093
 0.18297322 0.15822637 0.13816952 0.12245107]","[-0.08726647 -0.06535545 -0.04835139 -0.03635532 -0.02953545 -0.02821914
 -0.02895226 -0.02434356 -0.01358421 -0.00044948  0.01240071  0.02386745
  0.03350288  0.04102579  0.04619688  0.04852242]","[1.25386267 1.21742085 1.18155574 1.14719318 1.11508562 1.08585899
 1.05996022 1.03755398 1.01850297 1.00246723 0.98903352 0.9777943
 0.96837829 0.96045759 0.95374555 0.94799113]","[18.76756823 18.87657047 18.91874864 18.97583421 19.05667202 19.16735542
 19.31943729 19.5241618  19.78503216 20.09912364 20.46122909 20.86635785
 21.31145488 21.79562076 22.31935901]",1
15,"[-273.47796631 -272.82845751 -272.11479151 -271.34069772 -270.50874871
 -269.62200064 -268.68396695 -267.69795547 -266.66643786 -265.59099778
 -264.47244092 -263.31089564 -262.10591984 -260.85653821 -259.56122425
 -258.21789769]","[-140.12786865 -138.46619885 -136.82120517 -135.19544643 -133.58680084
 -131.99239854 -130.40858708 -128.83039307 -127.25159204 -125.66555324
 -124.06579849 -122.44617858 -120.8009165  -119.12452572 -117.41167
 -115.65707189]","[50.15283203 50.01749671 49.91762756 49.84363114 49.78497961 49.73094155
 49.67472192 49.62045802 49.57991688 49.56208289 49.56999823 49.60297081
 49.6584218  49.73260001 49.82077474 49.91733017]","[0.60496039 0.59233634 0.57239197 0.54640477 0.51297318 0.47087779
 0.42159136 0.36963873 0.31978206 0.27470573 0.23528647 0.2015203
 0.17307462 0.14953526 0.13051466 0.11570328]","[-0.08726647 -0.06452691 -0.04703467 -0.03529981 -0.02954188 -0.02967574
 -0.03135889 -0.02701621 -0.01615159 -0.00268556  0.01057415  0.02231394
  0.03189431  0.03891704  0.04308605  0.0442283 ]","[1.21696441 1.1795738  1.14361467 1.1095481  1.07786726 1.0490857
 1.0236222  1.00163671 0.98298478 0.96732243 0.95423839 0.94332931
 0.93422729 0.9266063  0.92018027 0.91469796]","[17.89366756 17.96030784 18.02259576 18.12071707 18.25264768 18.41659946
 18.61721063 18.8637849  19.16387174 19.52065096 19.93371197 20.40095494
 20.92076052 21.49304637 22.11894331]",1
16,"[-273.35516357 -272.68140346 -271.94421119 -271.1477937  -270.29479805
 -269.38823226 -268.43144654 -267.42750669 -266.37862321 -265.28613147
 -264.15058606 -262.9718566  -261.74924345 -260.48150347 -259.16682694
 -257.80283165]","[-139.68103027 -138.04426147 -136.42472151 -134.82506236 -133.24301161
 -131.67556692 -130.11890196 -128.56787275 -127.01614955 -125.45704739
 -123.88402081 -122.2908209  -120.67155035 -119.02057277 -117.33237542
 -115.60148243]","[50.16341782 50.02923956 49.93038013 49.85727074 49.7993232  49.74575534
 49.68980937 49.63571061 49.5952737  49.57751186 49.58551082 49.61860313
 49.67418524 49.7484339  49.83651547 49.93267601]","[0.60477088 0.58762752 0.56530877 0.53807789 0.5040804  0.46188462
 0.41285537 0.36145034 0.31228915 0.26791233 0.22912176 0.19589337
 0.16790339 0.14476151 0.12611425 0.11169668]","[-0.08726647 -0.06442854 -0.0468583  -0.03511401 -0.02943663 -0.02970676
 -0.0314799  -0.02713615 -0.01621821 -0.00266678  0.0106899   0.02250527
  0.03210847  0.03908421  0.04313183  0.04406742]","[1.19916034 1.16167256 1.12590072 1.09215875 1.06086408 1.03248552
 1.00741516 0.98579688 0.96747809 0.95211437 0.9392988  0.92863345
 0.919755   0.91234046 0.90610514 0.90079734]","[17.75238939 17.82289354 17.8854005  17.98365107 18.1158348  18.28100447
 18.48418957 18.73438114 19.0388569  19.40115463 19.82137112 20.29770519
 20.82892731 21.41533143 22.05840498]",1
17,"[-273.22872925 -272.52111263 -271.746489   -270.914135   -270.0277478
 -269.09080754 -268.10671034 -267.07822665 -266.00715098 -264.89446665
 -263.74050252 -262.54499664 -261.30715167 -260.0256099  -258.69840108
 -257.32292729]","[-139.23576355 -137.59666468 -135.96617363 -134.35697646 -132.76817667
 -131.19714014 -129.63984825 -128.09062425 -126.54259334 -124.98870607
 -123.42225296 -121.83694221 -120.22686293 -118.58633174 -116.90972829
 -115.19140866]","[50.17449188 50.03956113 49.94072068 49.86950218 49.81542331 49.76735587
 49.71793571 49.67094027 49.63786773 49.62743851 49.6425553  49.68237808
 49.74405765 49.82348687 49.91564111 50.01488733]","[0.60511347 0.58405589 0.55905481 0.52976125 0.49429908 0.45127314
 0.40201594 0.35086986 0.30223001 0.25843916 0.22019864 0.18745446
 0.15989202 0.13715351 0.11893661 0.10504788]","[-0.08726647 -0.06398239 -0.04571733 -0.03306947 -0.02647001 -0.02607817
 -0.02753749 -0.02307069 -0.0122437   0.00110732  0.014213    0.0257022
  0.03486674  0.04129876  0.04478216  0.04532903]","[1.18191917 1.14488298 1.10999831 1.07725725 1.04698361 1.01958256
 0.99540563 0.97457964 0.95695299 0.9421926  0.92990608 0.91970913
 0.9112496  0.9042127  0.89831849 0.89331626]","[17.90553766 18.07964149 18.13212215 18.20207965 18.29899853 18.42882096
 18.60164998 18.82770222 19.11246219 19.45697669 19.85977916 20.31864555
 20.83274795 21.40325375 22.03272683]",1
18,"[-273.09835815 -272.36674125 -271.56810976 -270.71253016 -269.80377542
 -268.84529534 -267.84037597 -266.79162254 -265.70064212 -264.56825253
 -263.39463586 -262.17938276 -260.92154636 -259.61961543 -258.27145767
 -256.87430084]","[-138.79222107 -137.17340989 -135.56340548 -133.97542707 -132.40841957
 -130.85959353 -129.3247847  -127.79821394 -126.272961   -124.74198993
 -123.19862164 -121.63657579 -120.04993335 -118.43298824 -116.78008574
 -115.08553869]","[50.18608475 50.05190384 49.95372634 49.88314192 49.82961621 49.78196548
 49.73284585 49.68611156 49.65328881 49.64308664 49.65840778 49.69841376
 49.76024039 49.83974723 49.93186555 50.03091358]","[0.6058136  0.58207634 0.55543943 0.52508314 0.48895967 0.44561252
 0.39636406 0.34550683 0.29729664 0.25395023 0.2161072  0.18369683
 0.15641064 0.13390929 0.11591798 0.10228113]","[-0.08726647 -0.06389391 -0.04555413 -0.03287595 -0.02631127 -0.02600315
 -0.02750776 -0.02302154 -0.01216152  0.00122329  0.014361    0.02586984
  0.03502928  0.04142478  0.04483961  0.04528892]","[1.1650729  1.12790446 1.09308116 1.06050363 1.03045404 1.00330818
 0.97939435 0.95882116 0.94142651 0.92687467 0.91477526 0.90474755
 0.89644274 0.88954836 0.88378551 0.87890297]","[17.81663899 17.99995362 18.05271772 18.12311249 18.22092542 18.35231779
 18.52731404 18.7558955  19.04311286 19.38993807 19.79521221 20.25700292
 20.77471758 21.34975143 21.98489724]",1
19,"[-272.82275391 -272.04524591 -271.20055384 -270.30015625 -269.34796646
 -268.34739447 -267.3015367  -266.21268972 -265.08215246 -263.91048464
 -262.6976362  -261.44296798 -260.14530229 -258.80289398 -257.41336642
 -255.97368681]","[-137.90905762 -136.32605947 -134.75266819 -133.20290467 -131.67543349
 -130.16717989 -128.67369594 -127.18897534 -125.70603669 -124.21790233
 -122.71797546 -121.20003651 -119.65820273 -118.08678903 -116.48015241
 -114.83261345]","[50.21139526 50.07830904 49.98110845 49.91146655 49.85876063 49.81172071
 49.76304284 49.71670686 49.68427717 49.67442743 49.69004104 49.73027147
 49.79223347 49.87174887 49.96370226 50.06236399]","[0.60822419 0.58054299 0.5512692  0.51902276 0.48158416 0.43747174
 0.3880448  0.33751676 0.28989483 0.24717704 0.20989715 0.17795486
 0.15105069 0.12887536 0.1112003  0.09793538]","[-0.08726647 -0.06375427 -0.0453005  -0.03257982 -0.02607347 -0.02589507
 -0.02746112 -0.02293553 -0.01202473  0.00140013  0.01456859  0.02608995
  0.03523146  0.04157244  0.04489645  0.045224  ]","[1.13317284 1.09570021 1.06087514 1.02846887 0.99870461 0.97191241
 0.9483803  0.92818344 0.91113878 0.89690382 0.88509017 0.87532215
 0.86725586 0.86058227 0.85502377 0.85032784]","[17.68791374 17.88554367 17.93783175 18.00795058 18.10630467 18.23961953
 18.41806675 18.6504494  18.94085931 19.29021332 19.69777546 20.16203736
 20.68273223 21.26155998 21.9016094 ]",1
20,"[-272.67727661 -271.86911073 -270.99439263 -270.06558201 -269.08701774
 -268.06238661 -266.9948346  -265.88645275 -264.73812085 -263.54994732
 -262.32148045 -261.05174129 -259.73926395 -258.38206053 -256.97755388
 -255.52257639]","[-137.46980286 -135.88437345 -134.31075938 -132.76357166 -131.24140727
 -129.74100865 -128.25764718 -126.78496235 -125.31555256 -123.84208761
 -122.35771232 -120.85602138 -119.33099179 -117.77683409 -116.18783526
 -114.55830995]","[50.2246666  50.09052655 49.99274753 49.92230895 49.86775913 49.81739823
 49.76402609 49.71177603 49.6724581  49.65522547 49.66322561 49.69554011
 49.74901279 49.81920387 49.90106117 49.98979386]","[0.6099504  0.58184038 0.55065815 0.51589955 0.47614215 0.43049002
 0.38061729 0.3305478  0.28382039 0.24208705 0.20571601 0.17454272
 0.14825092 0.12653898 0.10920195 0.09618629]","[-0.08726647 -0.06359434 -0.04522018 -0.03300741 -0.02735654 -0.02805264
 -0.0302996  -0.02644417 -0.01589152 -0.00253877  0.01062323  0.02204728
  0.03094431  0.03696499  0.04014041  0.04103607]","[1.11820589 1.08094673 1.04637819 1.01432957 0.98502579 0.95875335
 0.93573765 0.91600108 0.89933709 0.88540396 0.87382503 0.86423861
 0.85631378 0.84975237 0.84428533 0.83966614]","[17.84720772 18.03155269 18.06034517 18.10467324 18.17633624 18.28394597
 18.43951249 18.65339293 18.92951156 19.26826527 19.66832352 20.12764144
 20.64548955 21.22327002 21.86365608]",1
21,"[-272.52737427 -271.69800878 -270.80194639 -269.85223233 -268.85324166
 -267.80863503 -266.72147915 -265.59370917 -264.4260882  -263.21863009
 -261.97079979 -260.68153392 -259.34928059 -257.97196551 -256.54692297
 -255.07089358]","[-137.03289795 -135.46257537 -133.90469555 -132.37414705 -130.86942667
 -129.38717743 -127.92256756 -126.46910674 -125.01937372 -123.56606379
 -122.10236094 -120.62189532 -119.11867575 -117.58694579 -116.02102894
 -114.41528058]","[50.23848724 50.10466297 50.007176   49.93703381 49.88274627 49.83258463
 49.77936949 49.72727961 49.6881338  49.67106077 49.6791884  49.71158881
 49.76509926 49.83527346 49.9170529  50.0056451 ]","[0.6117651  0.58263192 0.55075566 0.51551751 0.47542186 0.42954019
 0.37954433 0.32944701 0.28275086 0.24107285 0.20476125 0.17364327
 0.14740096 0.1257347  0.10844423 0.09548362]","[-0.08726647 -0.06354906 -0.04513428 -0.03290829 -0.02727956 -0.02801704
 -0.03027723 -0.02640075 -0.01582801 -0.0024661   0.01069767  0.02211718
  0.03100258  0.03700438  0.0401544   0.04102357]","[1.10380478 1.06636468 1.03170091 0.99960385 0.9702831  0.94401546
 0.92101908 0.90131083 0.88467904 0.87077894 0.85923247 0.84967751
 0.84178302 0.83525074 0.82981138 0.82521795]","[17.81063526 17.99954713 18.02713305 18.07029607 18.14103642 18.24820731
 18.40445968 18.61910262 18.89568084 19.23451998 19.63442474 20.09347942
 20.61103082 21.18854535 21.82876053]",1
22,"[-272.37295532 -271.52298151 -270.60610517 -269.63588608 -268.61671688
 -267.55223353 -266.44540417 -265.29807531 -264.11091939 -262.88387338
 -261.61632958 -260.30714681 -258.95469184 -257.55680807 -256.11074605
 -254.61316129]","[-136.59844971 -135.04206202 -133.49877058 -131.9837333  -130.49539724
 -129.03035088 -127.58364664 -126.14874378 -124.71820557 -123.28474256
 -121.84156391 -120.38232427 -118.90105815 -117.39204081 -115.84963541
 -114.26824433]","[50.25284576 50.11924769 50.0219785  49.9520688  49.8979916  49.84798967
 49.79489885 49.74294182 49.703947   49.68701886 49.69526317 49.72774053
 49.78128253 49.85144006 49.93315343 50.02163239]","[0.61352686 0.58400322 0.55191125 0.51655076 0.47636168 0.43037237
 0.38024157 0.33000208 0.28318376 0.24141494 0.20504292 0.17388963
 0.14763061 0.1259587  0.10866455 0.09569041]","[-0.08726647 -0.06350936 -0.04505855 -0.03282063 -0.0272106  -0.02798312
 -0.0302533  -0.02635675 -0.01576637 -0.00239865  0.01076327  0.02217585
  0.03105014  0.03703718  0.04016927  0.04102078]","[1.08995184 1.05233207 1.01753102 0.98531447 0.95588693 0.92952481
 0.90644868 0.88667589 0.86999313 0.85605272 0.84447378 0.83489192
 0.82697444 0.82042192 0.81496438 0.8103547 ]","[17.7852955  17.97857028 18.00519821 18.04721175 18.11677878 18.2235905
 18.37967416 18.59411878 18.87023055 19.20831813 19.60731022 20.06538862
 20.58193964 21.15845389 21.79769515]",1
23,"[-272.05038452 -271.16035054 -270.20308627 -269.19303151 -268.13459139
 -267.03130468 -265.88601938 -264.70041334 -263.47497814 -262.20950132
 -260.90324132 -259.55491555 -258.16274241 -256.72441561 -255.23703547
 -253.69710794]","[-135.73725891 -134.20616977 -132.68969034 -131.2034182  -129.74577716
 -128.31324143 -126.9007617  -125.50169281 -124.10853122 -122.71398017
 -121.31127474 -119.89410699 -118.4565602  -116.99297753 -115.49781194
 -113.96557465]","[50.28396988 50.15061036 50.05361124 49.98402708 49.93025671 49.88048515
 49.82757586 49.77582983 49.73709124 49.72041505 49.72885915 49.76145876
 49.81503706 49.88514742 49.96673746 50.05502502]","[0.61653137 0.58723482 0.55544782 0.52038377 0.48038879 0.43440329
 0.38404097 0.33340402 0.28615948 0.24402566 0.20737803 0.17603453
 0.14965228 0.12789664 0.11052154 0.09741964]","[-0.08726647 -0.06344303 -0.04493203 -0.03267509 -0.02709673 -0.02792643
 -0.03020923 -0.02627438 -0.01565341 -0.00228015  0.01087154  0.0222663
  0.03112001  0.03708619  0.04019698  0.04102719]","[1.06340051 1.02547733 0.99038109 0.95785525 0.92811026 0.90143659
 0.8780709  0.85804291 0.8411427  0.82701832 0.81528188 0.80556235
 0.79752177 0.79085706 0.78529647 0.78059314]","[17.7614905  17.96078157 17.98439179 18.02263179 18.08887005 18.19266205
 18.34625472 18.55857304 18.83240497 19.16784981 19.56395017 20.01900465
 20.53241812 21.10566724 21.74150786]",1
24,"[-271.88214111 -270.97245883 -269.99542107 -268.96583431 -267.88806992
 -266.76564158 -265.60135387 -264.39681199 -263.15242454 -261.86790842
 -260.54245836 -259.17472427 -257.76285361 -256.30446917 -254.7966015
 -253.23568915]","[-135.31065369 -133.79111475 -132.28698689 -130.81405802 -129.3707492
 -127.95355224 -126.55740702 -125.17563069 -123.80068238 -122.42524817
 -121.04256283 -119.646328   -118.23064653 -116.78989437 -115.31857135
 -113.81124713]","[50.30026627 50.16692937 50.06998988 50.00050596 49.94683811 49.8971434
 49.84429529 49.79262994 49.75399942 49.73743438 49.74596723 49.77861909
 49.83220975 49.90229667 49.98383504 50.07204915]","[0.61758748 0.58891498 0.55767777 0.52307307 0.48341084 0.43758234
 0.38716289 0.33629696 0.2887619  0.2463599  0.20949956 0.1780019
 0.15151249 0.12967659 0.11222017 0.09899792]","[-0.08726647 -0.06341503 -0.04487839 -0.03261322 -0.02704737 -0.02789973
 -0.0301861  -0.02623356 -0.01559982 -0.00222663  0.01091712  0.02230128
  0.03114539  0.0371047   0.04021102  0.04103738]","[1.05058261 1.01254862 0.97730616 0.94459973 0.91465102 0.88776353
 0.86418865 0.8439686  0.82689927 0.81262797 0.80076301 0.7909292
 0.78278504 0.7760251  0.77037657 0.76559314]","[17.76183537 17.96337108 17.98534295 18.02178767 18.08579572 18.1871813
 18.33852744 18.54883271 18.82070369 19.15412693 19.54816321 20.00113293
 20.51241759 21.08345391 21.71696276]",1
25,"[-271.70928955 -270.78006268 -269.78343578 -268.73452911 -267.63769514
 -266.49642678 -265.31348791 -264.09040896 -262.82750975 -261.52443162
 -260.1803042  -258.7937121  -257.36273682 -255.88493742 -254.35728392
 -252.77615835]","[-134.88677979 -133.37816493 -131.88580801 -130.42561737 -128.99604185
 -127.59360024 -126.21322893 -124.84820952 -123.49096051 -122.13414631
 -120.7709991  -119.39523073 -118.00096653 -116.5826196  -115.13474207
 -113.65196831]","[50.31705093 50.18367564 50.08675057 50.0173296  49.96373614 49.91409928
 49.86130022 49.80970771 49.77118061 49.75472403 49.76334294 49.79604348
 49.84964313 49.91970647 50.00119998 50.08935665]","[0.61829404 0.59037228 0.55975139 0.52564274 0.48634298 0.44070812
 0.39027475 0.33921767 0.2914179  0.24876333 0.21169908 0.18005134
 0.15345522 0.1315364  0.11399338 0.10064363]","[-0.08726647 -0.06339027 -0.0448307  -0.03255772 -0.02700171 -0.02787236
 -0.03015967 -0.02618945 -0.01554437 -0.00217381  0.01095901  0.0223304
  0.03116479  0.03711975  0.04022647  0.04105444]","[1.03798171 0.99987659 0.96451573 0.93165085 0.90151594 0.87442769
 0.85065205 0.83024426 0.81300712 0.79858825 0.7865929  0.77664214
 0.76839133 0.7615329  0.7557932  0.7509266 ]","[17.76992212 17.97280738 17.99309185 18.02736256 18.08867231 18.18712466
 18.33571288 18.54357556 18.81314139 19.14424268 19.53591204 19.98645718
 20.49521153 21.06355052 21.69414042]",1
26,"[-271.53179932 -270.58276317 -269.56634636 -268.49790063 -267.38176251
 -266.22140809 -265.01957036 -263.77771209 -262.49606462 -261.17419063
 -259.81115217 -258.40546779 -256.95515373 -255.45770739 -253.91004198
 -252.30848869]","[-134.4657135  -132.96710371 -131.48565921 -130.03736072 -128.62074342
 -127.23239144 -125.86726675 -124.51862766 -123.17884686 -121.84055322
 -120.49696301 -119.14178917 -117.7691744  -116.37356712 -114.94957253
 -113.49189223]","[50.33433533 50.20082887 50.10385133 50.03444159 49.9808848  49.93127932
 49.87851    49.82697588 49.78854281 49.77218992 49.78089267 49.81364063
 49.86724938 49.93729281 50.0187517  50.10686973]","[0.61854235 0.59177624 0.56210038 0.52875533 0.49002911 0.44473892
 0.39436952 0.34312374 0.29501345 0.25204473 0.21471761 0.18286953
 0.15612444 0.13408416 0.11641313 0.10288292]","[-0.08726647 -0.06336821 -0.04478802 -0.03250725 -0.02695803 -0.02784251
 -0.03012867 -0.02614168 -0.01548729 -0.00212198  0.01099715  0.02235392
  0.03117863  0.03713161  0.04024321  0.04107785]","[1.02551935 0.98738954 0.95192331 0.91888941 0.88853934 0.8612082
 0.83718194 0.81653423 0.79907888 0.78446571 0.77229717 0.76219021
 0.75379651 0.74680604 0.74094426 0.7359665 ]","[17.79004726 17.99338208 18.01193671 18.04354715 18.10140643 18.19594841
 18.34071901 18.54516244 18.81160395 19.13970356 19.5284177  19.97599968
 20.48170141 21.0468067  21.67390041]",1
27,"[-271.16293335 -270.17380435 -269.11770816 -268.01033762 -266.85602706
 -265.65823463 -264.41962613 -263.1414948  -261.82384572 -260.46604614
 -259.06700952 -257.6251321  -256.13832652 -254.60400491 -253.01900444
 -251.37959835]","[-133.63221741 -132.1519243  -130.69078379 -129.26471073 -127.87241258
 -126.5105965  -125.17426632 -123.85661757 -122.54991165 -121.24669607
 -119.9401605  -118.62403814 -117.29253185 -115.94018859 -114.56174105
 -113.15204803]","[50.37044525 50.23647961 50.13925542 50.06975731 50.01619815 49.96661611
 49.91389453 49.86248109 49.82424837 49.80811739 49.8169987  49.84984703
 49.90347905 49.97349742 50.05492386 50.143031  ]","[0.61786668 0.59339197 0.56546246 0.53346983 0.4957657  0.4511557
 0.40104464 0.34963656 0.30112389 0.2577075  0.21998886 0.18783204
 0.16084691 0.13859819 0.12069606 0.10683939]","[-0.08726647 -0.06333433 -0.04472218 -0.03242486 -0.02687624 -0.02777063
 -0.03004393 -0.02602237 -0.01535459 -0.00200968  0.01107052  0.0223895
  0.03119351  0.03715009  0.04028705  0.04115296]","[1.00092077 0.96289117 0.92735429 0.89412473 0.86348681 0.83580561
 0.81139893 0.79037227 0.77256159 0.75762449 0.74516177 0.73478548
 0.72614259 0.71892002 0.71284261 0.70766793]","[17.85532374 18.05591413 18.06965896 18.09436536 18.14364674 18.22875761
 18.36461478 18.56142688 18.82118446 19.14293022 19.5252218  19.96603876
 20.46437979 21.02139779 21.63945566]",1
